Rain_log,Temp,LST,SoilMoisture,NDVI,green_fraction_boxcox,Clay,Nitrogen_log,pH,BulkDensity,Elevation,Slope_log,AOD_log,NO2_log,SO2,Month_Sin,Month_Cos,longitude,latitude
1.76661979092493,21.19387805897702,29.61666666666673,0.2117296,0.33398715,-22.48577979640426,21.9,2.970414465569701,6.4,1.36,823,0.612831659842981,0.4155144439611658,4.0966310958674566,0.00022180852410213651,0.49999999999999994,0.8660254037844387,77.41884314019086,12.948630094918663
1.6816563925706904,21.07391838155769,29.696666666666715,0.2117296,0.26368684,-32.31149573307778,22.8,2.8735646395797834,6.5,1.38,856,0.6112670199699356,0.4877401401044434,4.1174747821926845,0.0002452850686238124,0.49999999999999994,0.8660254037844387,77.41884314019086,12.971087977021647
1.6816563925706904,21.07391838155769,30.230000000000015,0.2117296,0.44260457,-10.322533389028717,24.7,2.9014215940827497,6.4,1.36,832,0.703613219996738,0.4564901125409294,4.124300520203681,0.0002745792028305281,0.49999999999999994,0.8660254037844387,77.41884314019086,12.993545859124637
1.9536081344951606,21.07391838155769,30.696666666666715,0.20626916,0.25470573,-31.25652404287594,20.2,2.8791984572980396,6.5,1.35,854,0.6546023517453762,0.4288264580213382,4.133585648889923,0.0001503389833638384,0.49999999999999994,0.8660254037844387,77.41884314019086,13.016003741227628
1.9536081344951606,21.07391838155769,29.390000000000043,0.20626916,0.29005265,-41.05599421670322,19.3,2.89591193827178,6.5,1.36,853,0.6832498633015318,0.43237512611393575,4.169166761670346,0.0001398891138775423,0.49999999999999994,0.8660254037844387,77.41884314019086,13.024986894068817
1.9536081344951606,21.07391838155769,29.41500000000002,0.20626916,0.35195154,-27.645889303165696,19.0,2.91235066461494,6.5,1.36,848,0.7098503034689916,0.4194008858466431,4.169166761670346,0.0001398891138775423,0.49999999999999994,0.8660254037844387,77.41884314019086,13.029478470489416
0.7969088891568967,20.94872936946103,30.676666666666733,0.20057148,0.29551014,-31.170182175895327,18.8,2.9014215940827497,6.3,1.38,897,0.6922615384947631,0.3909797476307227,3.65453190695368,-7.621221880160973e-05,0.49999999999999994,0.8660254037844387,77.41884314019086,13.146259457424954
1.7645503852724052,21.19387805897702,28.363333333333344,0.21333915,0.30669826,-25.73356252230048,19.0,2.9496883350525844,6.4,1.35,794,0.8369274733227768,0.4559997814822119,4.035043343696061,0.00010506537786996549,0.49999999999999994,0.8660254037844387,77.42333471661146,12.8767648721891
1.76661979092493,21.19387805897702,29.903333333333364,0.2117296,0.21635583,-34.64917695466556,23.8,2.917770732084279,6.5,1.37,794,0.6649592783054625,0.40192551780963176,4.2476565271605695,0.00024304010126332444,0.49999999999999994,0.8660254037844387,77.42333471661146,12.921680636395074
1.76661979092493,21.19387805897702,29.143333333333377,0.2117296,0.26043153,-28.016037754088444,22.3,2.9231615807191558,6.5,1.36,812,0.6426588778690944,0.4236651447521156,4.23500745328224,0.0002284070262085748,0.49999999999999994,0.8660254037844387,77.42333471661146,12.93066378923627
1.9536081344951606,21.07391838155769,30.396666666666704,0.2117296,0.3777284,-17.2664715562606,23.3,2.990719731730447,6.5,1.36,828,0.25919092706177066,0.4448023645865586,4.216128399182361,0.00013048213128646178,0.49999999999999994,0.8660254037844387,77.42333471661146,13.002529011965834
2.0831173908335945,20.94872936946103,29.640000000000043,0.20626916,0.2723766,-42.0371813536477,19.2,2.8622008809294686,6.3,1.37,877,0.6353026843604861,0.448276234105148,3.8516383521003075,-8.811260824809101e-05,0.49999999999999994,0.8660254037844387,77.42333471661146,13.092360540377783
